CODMUN;municipio;UF;CODREG;CODPRE;prestadora;Sigla;Abrangencia;Natureza;servico;IN003;IN026;IN027;IN004;IN005;IN006;IN012;IN029;IN007;IN008;IN030;IN031;IN032;IN033;IN034;IN035;IN036;IN037;IN038;IN039;IN040;IN041;IN042;IN054;IN018;IN019;IN102;IN048;IN002;IN045;IN101;IN060;IN055;IN023;IN001;IN043;IN011;IN009;IN010;IN044;IN057;IN052;IN025;IN053;IN014;IN017;IN022;IN058;IN020;IN028;IN013;IN049;IN050;IN051;IN056;IN024;IN047;IN015;IN016;IN046;IN021;IN059;IN071;IN072;IN073;IN074;IN077;IN082;IN083;IN079;IN075;IN080;IN076;IN085;IN084;IN061;IN062;IN063;IN064;IN068;IN065;IN069;IN066;IN067
230550;Iguatu;CE;2;23055011;Serviço Autônomo de Água e Esgoto de Iguatu;SAAE;Local;Autarquia;Água e Esgoto;1,83;1,83;279,71;2,25;2,21;2,84;122,81;0,00;80,61;44.252,21;81,43;43,71;65,64;0,23;0,00;53,67;80,61;16,17;3,23;0,00;85,91;7,71;6,38;134,21;168,20;196,27;195,57;3,40;294,76;3,93;130,80;0,44;84,21;94,73;1,00;94,02;0,00;96,98;52,29;85,36;90,01;61,25;20,43;12,26;10,66;13,73;135,49;0,47;11,21;68,61;31,39;38,75;20,14;255,38;15,29;19,77;19,77;19,53;100,00;19,53;6,62;0,11;5.833,33;9,17;4.375,00;4,00;0,73;55,03;0,81;146,86;0,41;146,86;0,49;146,86;0,16;;;;;;;;;
230600;Iracema;CE;2;23060011;Prefeitura Municipal de Iracema;PMI;Local;Administração pública direta;Esgoto       ;;;13,66;;;;80,00;100,00;65,61;18.824,00;107,69;72,40;82,02;0,00;6,22;67,23;76,16;1,11;6,25;5,77;;100,00;0,00;0,00;2,27;1.809,66;1.103,45;0,80;2.050,00;;0,00;0,62;;;;;;;;;;;;;;;;;;;;;;;63,96;89,38;89,38;;0,00;;8,33;0,00;;;;;3,00;1,20;5,00;;;;;;;;;;;;;;;
230630;Itapagé;CE;2;23063011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Autarquia;Água e Esgoto;1,22;1,00;;1,36;1,41;0,02;111,79;0,00;54,93;47.998,55;73,31;41,20;49,14;0,00;3,75;56,20;67,03;11,19;10,83;5,11;99,45;0,05;0,49;131,07;20,28;;518,98;1,62;;1,67;137,09;;83,15;94,62;1,12;100,00;0,00;98,74;93,93;100,00;0,00;93,93;11,35;10,25;10,25;10,25;99,17;0,01;3,49;93,93;6,07;6,07;6,14;24,46;3,62;4,17;4,17;3,49;0,00;0,00;4,41;;;6,09;;5,50;5,62;4,00;5,89;100,00;0,00;100,00;0,00;100,00;0,00;;;;;;;;;
230690;Jaguaribe;CE;2;23069011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Autarquia;Água e Esgoto;1,60;1,60;255,49;1,90;1,98;1,50;118,73;6,86;68,14;40.658,20;84,22;36,34;57,39;0,00;9,19;43,15;68,14;14,74;5,07;10,91;85,12;12,63;2,25;286,02;53,69;233,55;233,55;2,71;368,78;3,43;113,14;0,42;94,53;100,00;1,00;93,25;0,00;97,97;56,75;96,95;96,93;58,54;19,95;11,32;11,20;14,03;110,08;0,44;9,58;72,55;27,45;41,46;23,80;263,55;23,88;35,31;35,31;25,79;94,74;24,44;6,03;0,19;111,26;6,73;1.001,30;9,20;9,00;0,11;0,43;98,64;5,66;19,10;1,48;76,31;26,76;;;;;;;;;
230740;Jucás;CE;2;23074011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Autarquia;Água e Esgoto;1,48;1,11;153,34;1,51;1,65;1,01;101,97;0,00;36,28;47.175,41;73,19;18,25;35,58;3,26;11,55;24,93;48,62;31,34;3,15;15,78;85,56;14,44;0,00;43,20;12,68;632,83;620,29;0,83;1.234,08;1,08;130,20;1,21;75,84;98,29;1,00;100,00;0,00;85,23;41,66;67,18;0,00;62,01;20,93;12,64;9,96;12,06;136,12;0,14;8,05;59,16;40,84;37,99;28,95;254,54;34,10;57,38;57,38;41,14;63,83;26,26;11,43;0,28;400,00;3,60;444,44;3,67;7,00;0,20;2,11;100,00;0,47;50,00;3,75;86,11;5,81;;;;;;;;;
230760;Limoeiro do Norte;CE;2;23076011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Autarquia;Água e Esgoto;1,05;1,05;250,61;1,29;1,33;1,12;123,48;0,00;59,62;27.623,35;80,98;32,94;48,28;0,00;7,82;40,67;59,62;21,97;8,75;9,66;82,18;14,71;3,11;245,53;126,08;184,87;180,14;3,79;271,02;4,61;127,45;0,50;99,00;99,00;1,03;97,64;0,00;97,05;53,74;61,77;95,39;87,01;22,91;19,94;12,79;19,94;218,73;0,46;6,12;87,01;12,99;12,99;13,03;100,70;17,06;29,55;29,55;21,32;100,00;21,32;15,60;0,13;558,00;6,86;976,50;3,25;0,67;0,04;3,07;144,30;10,58;229,25;0,21;20,34;4,28;;;;;;;;;
230790;Martinópole;CE;2;23079011;Prefeitura Municipal de Martinópole;PMM;Local;Administração pública direta;Esgoto       ;;;;;;;0,33;0,00;63,33;;25.000,00;18.000,00;19.000,00;0,00;3.900,00;72,00;76,00;2,40;2,00;15,60;;50,00;50,00;0,00;;;;;;;0,74;0,60;;;;;;;;;;;;;;;;;;;;;;;5,39;6,87;6,87;;50,00;;;0,05;;;;;25,00;2,00;3,33;;;;;;;;;;;;;;;
230870;Morada Nova;CE;2;23087011;Serviço de Autônomo de Água e Esgoto;SAAE;Local;Autarquia;Água e Esgoto;2,18;1,99;297,31;2,15;2,20;0,35;98,94;0,00;58,74;42.901,33;92,37;44,59;59,37;0,00;0,38;48,27;64,27;23,03;5,51;0,41;97,72;0,37;1,90;;75,90;224,51;224,39;3,35;298,96;3,42;108,52;;93,69;99,12;1,00;100,00;0,00;95,43;50,30;60,27;78,95;83,46;15,17;12,41;7,84;12,41;117,99;;23,90;83,46;16,54;16,54;2,72;80,93;2,58;4,53;4,53;2,41;100,00;2,41;10,53;;6.000,00;7,00;400,00;7,50;;0,00;;86,00;1,43;14,38;3,65;24,25;3,09;;;;;;;;;
231050;Pedra Branca;CE;2;23105011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Autarquia;Água         ;1,50;1,50;221,78;1,62;1,62;;107,41;6,68;63,03;22.469,82;93,10;40,48;58,68;0,61;15,58;43,48;63,03;11,31;8,01;16,73;98,33;;1,67;67,68;41,31;160,74;160,74;4,29;233,02;4,29;101,27;0,49;43,31;74,02;1,00;96,27;0,00;70,99;42,63;43,75;0,00;97,45;8,86;8,63;5,32;12,28;102,81;0,48;8,74;138,67;-38,67;2,55;0,55;7,43;;;;;;;;;369,00;12,00;18,21;24,00;;;2,00;8,75;25,11;2,35;70,00;19,70;27,69;;;;;;;;;
231085;Pindoretama;CE;2;23108511;Serviço Autônomo de Água e Esgoto;SAAE;Local;Autarquia;Água         ;2,01;2,01;280,86;2,02;2,02;;100,56;0,00;60,50;17.863,30;99,45;31,40;60,16;0,00;4,57;31,57;60,50;5,08;22,35;4,60;96,39;;3,61;115,17;24,91;105,13;105,13;4,96;201,46;4,96;104,32;0,12;59,88;99,18;1,00;93,39;0,00;93,78;51,74;88,42;100,00;58,52;13,96;8,17;7,70;11,63;58,31;0,68;9,28;83,32;16,68;41,48;16,62;190,33;;;;;;;;;830,25;5,00;23,72;10,00;;;1,00;100,00;0,00;100,00;1,16;100,00;6,94;;;;;;;;;
231135;Quixelô;CE;2;23113511;Serviço Autônomo de Água e Esgoto;SAAE;Local;Autarquia;Água e Esgoto;1,69;0,82;105,04;1,60;1,75;1,23;94,23;0,00;31,68;23.843,50;51,31;19,58;33,62;0,00;0,00;38,17;65,51;30,49;1,94;0,00;73,33;21,47;5,21;79,70;10,30;346,47;346,42;1,68;594,75;2,83;99,41;0,54;42,75;99,96;1,00;99,08;0,00;99,95;64,59;93,36;0,00;69,19;15,51;10,07;9,41;12,71;109,85;0,53;6,01;87,30;12,70;30,81;20,82;147,53;30,17;77,57;77,57;52,73;100,00;52,73;6,39;0,05;133,33;1,67;148,00;4,50;;0,00;;47,95;7,14;47,95;2,14;68,97;12,50;;;;;;;;;
231140;Quixeramobim;CE;2;23114011;Serviço Autônomo de Águas e Esgoto de Quixeramobim;SAAE;Local;Autarquia;Água         ;2,66;2,66;378,22;2,45;2,45;;92,24;10,37;49,83;35.547,95;108,41;43,34;54,02;0,00;13,87;39,98;49,83;13,09;22,38;12,80;93,77;;6,23;13,81;94,73;188,62;188,20;4,26;235,10;4,26;88,17;0,79;69,86;99,42;1,00;95,60;75,94;99,77;71,61;99,98;59,60;71,63;13,65;8,05;8,07;11,86;85,07;0,38;17,14;105,56;-5,56;28,37;5,16;105,04;;;;;;;;;;12,98;;12,00;;;;54,99;5,76;20,01;85,49;33,65;36,35;;;;;;;;;
231260;São Luís do Curu;CE;2;23126011;Prefeitura Municipal de São Luís do Curu;PMSLC;Local;Administração pública direta;Esgoto       ;;;7,20;;;;83,33;0,00;55,56;9.000,00;120,00;60,00;66,67;0,01;0,00;50,00;55,56;11,11;19,44;0,00;;100,00;0,00;;1,11;2.250,00;2.025,00;0,44;2.500,00;;83,33;;;;;;;;;;;;;;;;;;;;;;;;66,61;99,64;99,64;;0,00;;5,56;0,00;;;;;;;2,00;;;;;;;;;;;;;;;
231290;Sobral;CE;2;23129011;Serviço de Água e Esgoto de Sobral;SAAE;Local;Autarquia;Água e Esgoto;1,65;1,65;239,28;1,56;1,58;1,52;94,71;15,08;67,53;69.742,38;105,59;50,29;71,30;0,00;9,47;47,63;67,53;10,80;9,65;8,97;59,11;22,78;18,11;76,76;241,03;431,62;397,86;1,77;611,94;3,04;98,21;0,22;94,28;93,49;1,08;97,01;100,00;99,78;48,88;77,95;100,00;62,70;23,89;14,98;11,70;14,98;155,85;0,65;7,73;62,70;37,30;37,30;35,24;314,93;88,25;90,96;90,96;34,61;100,00;34,61;9,09;0,26;;;;;;;5,00;18,94;2,90;16,87;58,46;107,14;6,82;;;;;;;;;
231300;Solonópole;CE;2;23130011;Prefeitura Municipal de Solonópole;PMS;Local;Administração pública direta;Água         ;1,93;1,84;230,85;2,00;2,00;;103,87;1,80;67,74;43.570,60;91,63;39,59;65,22;0,00;0,66;43,21;71,17;12,44;15,33;0,72;100,00;;0,00;;18,12;265,19;228,79;2,65;436,82;2,65;105,80;1,00;99,81;99,82;1,16;84,80;0,00;84,72;27,95;67,69;0,00;41,29;20,96;8,65;7,92;10,48;75,70;0,11;20,45;49,98;50,02;58,71;19,44;468,88;;;;;;;;;;10,00;;10,00;;;;100,00;6,94;100,00;8,33;100,00;0,00;;;;;;;;;
231370;Umari;CE;2;23137011;Prefeitura Municipal de Umari;PMU;Local;Administração pública direta;Esgoto       ;;;35,08;;;;0,00;;83,86;13.200,00;;;;;;28,98;83,86;0,00;0,00;16,14;;;;;2,89;448,70;436,60;0,79;1.298,50;;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;59,36;92,96;92,96;;0,00;;21,98;0,69;;;;;1,67;0,41;;;;;;;;;;;;;;;;
231400;Várzea Alegre;CE;2;23140011;Prefeitura Municipal de Várzea Alegre;PMVA;Local;Administração pública direta;Esgoto       ;;;27,10;;;;0,00;;89,57;15.644,44;;;;;;89,57;89,57;10,43;0,00;0,00;;;;;4,50;644,44;555,56;1,80;644,44;;0,00;;;;;;;;;;;;;;;;;;;;;;;;44,68;71,86;71,86;;0,00;;4,22;;;;;;;0,00;1,17;;;;;;;;;;;;;;;
231410;Viçosa do Ceará;CE;2;23141011;Prefeitura Municipal de Viçosa do Ceará;PMVC;Local;Administração pública direta;Esgoto       ;;;24,47;;;;89,80;-31,90;44,12;10.145,94;74,86;48,04;49,13;0,00;19,53;64,17;65,64;8,13;0,07;26,09;;85,00;15,00;0,00;1,02;631,62;619,40;1,58;646,00;;207,28;0,63;;;;;;;;;;;;;;;;;;;;;;;4,60;14,18;14,18;;62,49;;17,84;0,05;;;;;1,00;0,26;3,43;;;;;;;;;;;;;;;
240050;Alexandria;RN;2;24005011;Serviço Autônomo de Água e Esgoto de Alexandria;SAAE;Local;Autarquia;Água e Esgoto;0,66;0,66;66,59;0,58;0,58;;87,40;0,00;70,91;13.733,07;114,42;81,13;81,13;0,00;20,54;70,91;70,91;10,18;0,00;17,95;100,00;0,00;0,00;349,74;19,00;290,87;290,87;3,44;290,87;6,04;87,40;2,02;97,55;97,57;1,00;98,95;0,00;99,52;6,85;6,85;0,00;100,00;13,93;13,93;0,96;14,75;106,68;0,04;11,34;105,93;-5,93;0,00;0,00;0,00;39,80;58,50;58,50;43,32;0,00;0,00;7,57;0,00;;;;;;0,00;0,34;0,00;;0,00;;0,00;;;;;;;;;;
240180;Brejinho;RN;2;24018011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Autarquia;Água         ;0,63;0,62;138,11;0,75;0,75;;119,78;0,00;42,18;17.290,00;81,85;32,40;35,21;6,97;0,00;39,59;43,02;38,81;5,15;0,00;100,00;;0,00;360,00;8,69;291,00;290,08;3,17;316,25;3,17;111,24;0,02;71,35;92,54;1,00;97,43;0,00;29,22;7,42;16,52;0,00;44,93;37,04;16,64;9,40;18,67;155,10;6,71;12,23;50,42;49,58;55,07;42,95;672,63;;;;;;;;;130,00;22,20;54,17;1,08;;;1,51;100,00;10,00;100,00;16,67;100,00;6,67;;;;;;;;;
240260;Ceará-Mirim;RN;2;24026011;Serviço Autônomo de Águas e Esgotos;SAAE;Local;Autarquia;Água e Esgoto;1,59;1,47;257,77;1,95;1,90;2,32;123,03;1,02;55,91;35.735,75;75,22;28,64;45,44;0,00;3,37;38,07;60,41;34,27;0,84;4,48;77,97;12,03;9,99;26,57;99,97;229,47;227,31;2,77;364,15;3,40;146,19;;96,04;98,29;1,01;99,87;66,43;31,27;12,58;18,20;0,00;69,14;21,74;15,03;8,72;15,95;134,37;;7,20;73,37;26,63;30,86;23,10;222,12;34,06;57,12;57,12;13,73;90,42;12,42;8,43;;;9,96;;;;;;102,19;13,73;100,00;0,00;100,75;10,33;;;;;;;;;
240300;Cruzeta;RN;2;24030011;Prefeitura Municipal de Cruzeta;PMC;Local;Administração pública direta;Esgoto       ;;;;;;;0,00;100,00;49,57;8.360,00;1.383.200.000,00;585.200.000,00;735.200.000,00;0,00;107.999.800,00;42,31;53,15;39,04;0,00;7,81;;100,00;0,00;0,00;8,79;;245,10;3,25;;;0,00;2,44;;;;;;;;;;;;;;;;;;;;;;;73,49;89,79;89,79;;0,00;;12,81;0,08;;;;;0,67;36,43;2,19;;;;;;;;;;;;;;;
240330;Encanto;RN;2;24033011;Prefeitura Municipal de Encanto;PME;Local;Administração pública direta;Esgoto       ;;;;;;;0,00;;50,00;;;;;;;67,50;67,50;0,00;0,00;32,50;;;;;;;;;;;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;100,00;99,34;99,34;;0,00;;;1,00;;;;;4,00;2,08;6,00;;;;;;;;;;;;;;;
240360;Extremoz;RN;2;24036011;Serviço Autônomo de Água e Esgotos;SAAE;Local;Autarquia;Água         ;1,31;1,09;192,01;2,18;1,74;;166,98;21,13;39,40;75.279,42;49,73;22,95;23,60;7,11;0,00;46,15;47,46;46,28;6,26;0,00;100,00;;0,00;59,25;15,42;826,18;825,99;1,18;849,47;1,18;133,96;3,31;100,00;100,00;1,00;96,01;0,00;75,65;69,40;60,05;0,00;115,58;24,05;12,90;10,24;14,73;196,27;0,09;4,31;131,98;-31,98;;;;;;;;;;;;221,00;7,40;75,00;4,25;;;1,30;110,00;9,09;100,00;9,52;100,00;6,67;;;;;;;;;
240560;Jardim de Piranhas;RN;2;24056011;Prefeitura Municipal de Jardim de Piranhas;PMJP;Local;Administração pública direta;Esgoto       ;;;;;;;0,00;;81,63;;;;;;;61,22;81,63;2,04;16,33;0,00;;;;;;;;;;;0,00;2,00;;;;;;;;;;;;;;;;;;;;;;;78,45;100,00;100,00;;0,00;;;0,02;;;;;;;1,00;;;;;;;;;;;;;;;
240850;Ouro Branco;RN;2;24085011;Prefeitura Municipal de Ouro Branco;pmob;Local;Administração pública direta;Esgoto       ;;;;;;;0,00;;38,40;;;;;;;7,41;62,96;0,44;0,56;36,04;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;51,32;59,22;59,22;;0,00;;;;;;;;23,89;14,40;4,00;;;;;;;;;;;;;;;
240895;Rio do Fogo;RN;2;24089511;Serviço Autônomo de Água e Esgoto;SAAE;Local;Autarquia;Água         ;0,79;0,79;168,24;1,14;1,14;;143,60;0,00;51,82;17.241,38;69,40;27,34;36,09;0,00;0,87;39,39;52,00;39,08;4,82;1,26;98,81;;1,19;18,34;19,14;197,07;197,07;3,84;260,14;3,84;145,32;;99,65;100,00;1,00;99,63;0,00;74,54;86,89;94,53;0,00;91,92;19,35;17,78;22,56;17,73;206,08;0,00;7,29;91,66;8,34;8,08;5,54;51,42;;;;;;;;;185,10;7,50;314,29;15,43;;;3,20;78,21;4,92;88,16;4,48;82,35;4,29;;;;;;;;;
240910;Passa e Fica;RN;2;24091011;Prefeitura Municipal de Passa e Fica;PMPeF;Local;Administração pública direta;Esgoto       ;;;76,46;;;;0,00;;70,41;15.600,00;;;;;;67,17;76,86;16,68;6,46;0,00;;;;;4,58;265,46;212,48;4,11;303,75;;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;55,39;91,03;91,03;;85,53;;4,87;4,74;;;;;;;1,20;;;;;;;;;;;;;;;
241120;Santa Cruz;RN;2;24112011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Autarquia;Água e Esgoto;1,33;1,29;206,99;1,24;1,53;0,86;93,17;-9,29;41,11;14.916,43;104,15;20,47;44,13;0,00;28,42;19,65;42,37;10,25;0,36;27,29;69,71;30,29;0,00;24,75;120,74;170,09;157,08;2,95;366,72;5,54;104,86;0,42;85,20;100,00;1,13;88,92;0,00;25,13;20,73;45,65;0,00;45,41;29,81;13,54;27,19;13,54;154,79;0,18;7,34;45,41;54,59;54,59;72,56;606,63;80,03;93,93;93,93;77,13;100,00;77,13;7,42;0,21;1.908,33;14,33;3.950,00;8,33;2,62;0,34;;109,28;0,84;102,25;0,40;106,52;0,51;;;;;;;;;
241180;São Fernando;RN;2;24118011;Prefeitura Municipal de São Fernando;PMSF;Local;Administração pública direta;Esgoto       ;;;13,15;;;;0,00;;84,29;10.244,00;;;;;;84,29;84,29;15,71;0,00;0,00;;;;;1,00;924,00;924,00;1,08;924,00;;0,00;0,49;;;;;;;;;;;;;;;;;;;;;;;60,97;90,26;90,26;;100,00;;12,11;0,04;;;;;;0,00;1,10;;;;;;;;;;;;;;;
241200;São Gonçalo do Amarante;RN;2;24120011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Autarquia;Água e Esgoto;0,54;0,54;251,48;0,88;1,02;0,30;163,09;0,00;68,30;70.623,69;61,31;27,79;41,88;0,00;0,00;45,32;68,30;29,06;1,17;0,00;93,57;6,43;0,00;126,05;71,58;411,21;404,32;1,64;619,67;1,85;163,09;0,04;100,00;99,94;1,01;96,78;0,00;82,91;49,78;63,32;0,00;78,61;34,35;27,00;20,74;35,38;249,56;5,21;10,17;103,02;-3,02;21,39;18,95;244,83;15,04;17,80;17,80;30,99;100,00;30,99;11,27;0,21;21,67;0,20;241,17;4,00;3,00;22,50;2,00;39,42;2,62;39,42;0,00;39,42;0,85;;;;;;;;;
241340;Serra Negra do Norte;RN;2;24134011;Prefeitura Municipal de Serra Negra do Norte;PMSNN;Local;Administração pública direta;Água e Esgoto;1,78;1,78;145,17;1,92;1,92;;107,78;0,00;58,37;19.547,54;92,78;36,61;54,15;0,00;0,00;39,46;58,37;27,28;14,35;0,00;100,00;0,00;0,00;0,00;14,79;230,70;228,03;2,96;341,25;5,77;107,78;0,53;79,99;99,69;1,02;97,42;0,00;0,17;0,03;0,03;0,00;81,53;16,11;13,13;2,50;13,13;117,16;0,70;11,72;81,53;18,47;18,47;8,26;99,66;70,26;99,69;99,69;86,06;100,00;86,06;8,72;0,06;;7,92;;4,00;3,00;20,13;2,00;100,00;0,00;100,00;8,33;100,00;0,00;;;;;;;;;
250050;Alagoinha;PB;2;25005011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Autarquia;Água         ;1,51;1,51;197,51;1,28;1,28;;84,61;0,00;84,98;20.765,82;118,19;65,63;100,44;0,00;1,70;55,53;84,98;5,63;7,96;1,43;95,04;;4,96;;29,84;123,72;123,72;5,28;189,33;5,28;89,02;0,73;77,71;100,00;1,00;97,58;0,00;50,05;33,51;35,01;100,00;95,73;17,20;16,47;11,52;10,87;180,46;0,07;10,68;63,18;36,82;4,27;1,66;24,17;;;;;;;;;2.400,00;7,60;187,50;24,00;;;0,76;108,33;3,85;108,33;3,85;112,50;2,22;;;;;;;;;
250053;Alcantil;PB;2;25005311;Prefeitura Municipal de Alcantil;PMA;Local;Administração pública direta;Água e Esgoto;;;22,62;;;;0,00;;83,70;10.550,00;;;;;;76,45;83,70;14,49;0,36;1,45;;;;;2,19;557,19;557,19;1,64;610,00;1,79;0,00;;99,52;99,49;1,00;80,36;0,00;0,00;0,00;0,00;0,00;97,73;16,37;16,00;;0,00;108,58;0,00;4,73;0,00;100,00;2,27;1,37;12,23;99,52;99,02;99,02;59,76;0,00;0,00;7,26;0,00;;;;;;;;0,00;;0,00;;0,00;;;;;;;;;;
250073;Amparo;PB;2;25007311;Prefeitura Municipal de Amparo;PMA;Local;Administração pública direta;Esgoto       ;;;;;;;0,00;;33,79;10.190,63;;;;;;30,78;50,67;16,73;5,89;3,41;;;;;5,76;;20,74;29,29;;;0,00;1,08;;;;;;;;;;;;;;;;;;;;;;;45,12;88,71;88,71;;56,25;;9,12;0,56;;;;;12,00;0,71;4,37;;;;;;;;;;;;;;;
250080;Araçagi;PB;2;25008011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Autarquia;Esgoto       ;;;;;;;0,00;;67,80;75.000,00;;;;;;50,85;67,80;3,39;5,08;6,78;;;;;2,67;;37,50;20,00;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;35,04;88,70;88,70;;0,00;;7,26;;;;;;;;;;;;;;;;;;;;;;;
250090;Arara;PB;2;25009011;Prefeitura Municipal de Arara;PMA;Local;Administração pública direta;Esgoto       ;;;;;;;0,00;;81,16;16.366,67;;;;;;82,52;82,52;0,00;0,00;17,48;;;;;3,00;;1.018,00;0,98;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;100,00;100,00;100,00;;0,00;;7,31;0,00;;;;;0,64;95,00;2,05;;;;;;;;;;;;;;;
250115;Areia de Baraúnas;PB;2;25011511;Prefeitura Municipal de Areia de Baraunas;PMAB;Local;Administração pública direta;Esgoto       ;;;137,05;;;;0,00;;86,77;19.266,00;;;;;;86,77;86,77;11,14;2,08;0,00;;;;;5,00;162,00;162,00;6,17;162,00;;0,00;;;;;;;;;;;;;;;;;;;;;;;;75,11;100,00;100,00;;0,00;;7,41;;;;;;6,53;5,00;6,53;;;;;;;;;;;;;;;
250200;Belém do Brejo do Cruz;PB;2;25020011;Prefeitura Municipal de Belém do Brejo do Cruz;PMBBC;Local;Administração pública direta;Esgoto       ;;;;;;;0,00;;85,62;;;;;;;78,77;85,62;13,70;0,68;0,00;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;100,00;100,00;100,00;;0,00;;;0,00;;;;;;;;;;;;;;;;;;;;;;
250240;Bonito de Santa Fé;PB;2;25024011;Prefeitura Municipal de Bonito de Santa Fé;PMBSF;Local;Administração pública direta;Esgoto       ;;;;;;;48,00;100,00;80,00;;208,33;166,67;166,67;0,00;41,67;80,00;80,00;0,00;0,00;20,00;;100,00;0,00;0,00;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;72,75;99,98;99,98;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;
250250;Boqueirão;PB;2;25025011;Prefeitura Municipal de Boqueirão;PMB;Local;Administração pública direta;Esgoto       ;;;24,75;;;;70,00;9,09;36,67;25.000,00;81,90;47,62;52,38;5,71;1,90;58,14;63,95;5,81;23,26;2,33;;95,45;4,55;6,55;2,20;1.579,55;1.568,18;0,58;1.737,50;;106,38;1,00;;;;;;;;;;;;;;;;;;;;;;;70,53;99,20;99,20;;0,00;;8,57;0,00;;;;;0,20;33,33;0,60;;;;;;;;;;;;;;;
250300;Caaporã;PB;2;25030011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Autarquia;Água         ;1,56;1,50;195,95;1,35;1,35;;86,79;0,00;73,67;15.375,70;110,49;52,14;84,87;0,00;21,77;47,19;76,81;0,00;1,08;19,71;89,17;;10,83;209,81;11,39;102,15;102,15;6,01;166,29;6,01;97,34;0,00;23,53;23,99;1,00;97,16;0,00;32,95;31,36;34,25;0,00;91,56;11,21;10,26;10,67;10,92;77,44;0,41;13,04;97,45;2,55;8,44;1,76;31,09;;;;;;;;;194,33;10,67;194,33;10,67;;;2,99;10,00;0,00;100,00;0,00;100,00;0,00;;;;;;;;;
250355;Cacimbas;PB;2;25035511;Prefeitura Municipal de Cacimbas;PMC;Local;Administração pública direta;Esgoto       ;;;88,15;;;;0,00;;58,59;10.560,00;;;;;;47,92;58,59;39,70;1,70;0,00;;;;;4,89;204,45;214,67;3,81;250,00;;0,00;;;;;;;;;;;;;;;;;;;;;;;;47,81;99,47;99,47;;0,00;;10,00;;;;;;;;;;;;;;;;;;;;;;;
250407;Caraúbas;PB;2;25040711;Prefeitura Municipal de Caraúbas;PMC;Local;Administração pública direta;Esgoto       ;;;23,53;;;;0,00;;49,25;20.000,00;;;;;;66,67;86,67;4,60;0,00;8,73;;;;;1,30;980,77;826,92;0,93;1.275,00;;0,00;;;;;;;;;;;;;;;;;;;;;;;;56,33;95,38;95,38;;28,57;;24,71;;;;;;1,17;0,67;3,00;;;;;;;;;;;;;;;
250420;Catingueira;PB;2;25042011;Prefeitura Municipal de Catingueira;PMC;Local;Administração pública direta;Esgoto       ;;;;;;;0,00;;83,23;9.412,00;;;;;;63,12;83,23;0,00;0,00;16,77;;;;;2,64;;132,70;5,71;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;34,96;58,32;58,32;;66,67;;18,47;;;;;;0,00;0,07;16,00;;;;;;;;;;;;;;;
250440;Conceição;PB;2;25044011;Prefeitura Municipal de Conceição;PMC;Local;Administração pública direta;Esgoto       ;;;;;;;0,00;;84,93;10.550,00;;;;;;77,57;84,93;14,71;0,37;0,00;;;;;2,19;;799,24;1,14;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;39,77;63,87;63,87;;0,00;;28,57;;;;;;;0,00;2,40;;;;;;;;;;;;;;;
250527;Curral de Cima;PB;2;25052711;Prefeitura Municipal de Curral de Cima;PMCC;Local;Administração pública direta;Água         ;;;17,00;;;;0,00;;83,70;21.100,00;;;;;;77,57;84,93;14,71;0,37;0,00;;;;;1,09;1.461,47;1.461,47;0,62;1.600,00;0,62;0,00;4,00;99,90;100,00;1,00;100,00;0,00;0,00;0,00;0,00;0,00;83,33;26,04;20,83;;;208,90;0,00;18,75;0,00;100,00;16,67;9,13;171,23;;;;;;;;;;;;;;;0,30;0,00;;0,00;;0,00;;;;;;;;;;
250560;Diamante;PB;2;25056011;Prefeitura Municipal de Diamante;PMD;Local;Administração pública direta;Esgoto       ;;;;;;;0,00;;73,17;12.000,00;;;;;;73,17;73,17;0,00;0,00;26,83;;;;;3,00;;289,67;3,45;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;58,11;99,89;99,89;;0,00;;11,68;;;;;;21,43;6,36;15,38;;;;;;;;;;;;;;;
