codmun;municipio;UF;codpre;prestadora;sigla;abrangencia;natureza;servico
316620;Senhora dos Remédios;MG;31662011;Prefeitura Municipal de Senhora dos Remédios;PMSR;Local;Administração pública direta;AE
432035;Sentinela do Sul;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
432040;Serafina Corrêa;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
316630;Sericita;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
316630;Sericita;MG;31663011;Prefeitura Municipal de Sericita;PMS;Local;Administração pública direta;E       
251540;Seridó;PB;25075000;Companhia de As e Esgotos da Paraíba;CAGEPA;Regional;Sociedade de economia mista com administração pública;A
110150;Seringueiras;RO;11002000;Companhia de As e Esgotos de Rondônia;CAERD;Regional;Sociedade de economia mista com administração pública;A
432045;Sério;RS;43204511;Prefeitura Municipal de Sério;PMS;Local;Administração pública direta;A         
316640;Seritinga;MG;31664011;Prefeitura Municipal de Seritinga;PMS;Local;Administração pública direta;AE
330555;Seropédica;RJ;33045500;Companhia Estadual de Águas e Esgotos;CEDAE;Regional;Sociedade de economia mista com administração pública;AE
320500;Serra;ES;32053000;Companhia Espírito-Santense de Saneamento;CESAN;Regional;Sociedade de economia mista com administração pública;AE
421755;Serra Alta;SC;42175511;Prefeitura Municipal de Serra Alta;PMSA;Local;Administração pública direta;AE
355140;Serra Azul;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
316650;Serra Azul de Minas;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
251550;Serra Branca;PB;25075000;Companhia de As e Esgotos da Paraíba;CAGEPA;Regional;Sociedade de economia mista com administração pública;A
251550;Serra Branca;PB;25155011;Prefeitura Municipal de Serra Branca;PMSB;Local;Administração pública direta;E       
251560;Serra da Raiz;PB;25075000;Companhia de As e Esgotos da Paraíba;CAGEPA;Regional;Sociedade de economia mista com administração pública;A
316660;Serra da Saudade;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
241330;Serra de São Bento;RN;24081000;Companhia de As e Esgotos do Rio Grande do Norte;CAERN;Regional;Sociedade de economia mista com administração pública;A
241335;Serra do Mel;RN;24081000;Companhia de As e Esgotos do Rio Grande do Norte;CAERN;Regional;Sociedade de economia mista com administração pública;A
160005;Serra do Navio;AP;16003000;Companhia de Água e Esgoto do Amapá;CAESA;Regional;Sociedade de economia mista com administração pública;AE
316680;Serra do Salitre;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
316670;Serra dos Aimorés;MG;31686000;Copasa Serviços de Saneamento Integrado do Norte e Nordeste de ;COPANOR;Regional;Empresa pública;A
316670;Serra dos Aimorés;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
293030;Serra Dourada;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
251570;Serra Grande;PB;25075000;Companhia de As e Esgotos da Paraíba;CAGEPA;Regional;Sociedade de economia mista com administração pública;A
251570;Serra Grande;PB;25157011;Prefeitura Municipal de Serra Grande;PMSG;Local;Administração pública direta;E       
355160;Serra Negra;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
241340;Serra Negra do Norte;RN;24134011;Prefeitura Municipal de Serra Negra do Norte;PMSNN;Local;Administração pública direta;AE
293040;Serra Preta;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
251580;Serra Redonda;PB;25075000;Companhia de As e Esgotos da Paraíba;CAGEPA;Regional;Sociedade de economia mista com administração pública;A
261390;Serra Talhada;PE;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Sociedade de economia mista com administração pública;A
261390;Serra Talhada;PE;26139011;Prefeitura Municipal de Serra Talhada;PMST;Local;Administração pública direta;E       
355150;Serrana;SP;35515011;Prefeitura Municipal de Serrana;PMS;Local;Administração pública direta;AE
316690;Serrania;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
522050;Serranópolis;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;A
316695;Serranópolis de Minas;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
412635;Serranópolis do Iguaçu;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;A
316700;Serranos;MG;31670011;Prefeitura Municipal de Serranos;PMS;Local;Administração pública direta;AE
251590;Serraria;PB;25075000;Companhia de As e Esgotos da Paraíba;CAGEPA;Regional;Sociedade de economia mista com administração pública;A
251590;Serraria;PB;25159011;Prefeitura Municipal de Serraria;PMS;Local;Administração pública direta;E       
241350;Serrinha;RN;24081000;Companhia de As e Esgotos do Rio Grande do Norte;CAERN;Regional;Sociedade de economia mista com administração pública;A
293050;Serrinha;BA;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;AE
241355;Serrinha dos Pintos;RN;24081000;Companhia de As e Esgotos do Rio Grande do Norte;CAERN;Regional;Sociedade de economia mista com administração pública;A
261400;Serrita;PE;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Sociedade de economia mista com administração pública;A
316710;Serro;MG;31686000;Copasa Serviços de Saneamento Integrado do Norte e Nordeste de ;COPANOR;Regional;Empresa pública;A
316710;Serro;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
293060;Serrolândia;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
412640;Sertaneja;PR;41264011;Prefeitura Municipal de Sertaneja;PMS;Local;Administração pública direta;A         
261410;Sertânia;PE;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Sociedade de economia mista com administração pública;A
412650;Sertanópolis;PR;41265011;Serviço Autônomo de AE de Sertanópolis;SAAE;Local;Autarquia;AE
432050;Sertão;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
432055;Sertão Santana;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
251593;Sertãozinho;PB;25075000;Companhia de As e Esgotos da Paraíba;CAGEPA;Regional;Sociedade de economia mista com administração pública;A
251593;Sertãozinho;PB;25159311;Prefeitura Municipal de Sertãozinho;PMS;Local;Administração pública direta;E       
355170;Sertãozinho;SP;35517011;Serviço Autônomo AE e Meio Ambiente de Sertãozinho;SAEMAS;Local;Autarquia;AE
355180;Sete Barras;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
432057;Sete de Setembro;RS;43205711;Prefeitura Municipal de Sete de Setembro;PMSS;Local;Administração pública direta;A         
316720;Sete Lagoas;MG;31672011;Serviço Autônomo de Água, Esgoto e Saneamento Urbano;SAAE;Local;Autarquia;AE
500770;Sete Quedas;MS;50027000;Empresa de Saneamento de Mato Grosso do Sul S/A;SANESUL;Regional;Sociedade de economia mista com administração pública;A
316555;Setubinha;MG;31686000;Copasa Serviços de Saneamento Integrado do Norte e Nordeste de ;COPANOR;Regional;Empresa pública;A
432060;Severiano de Almeida;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
241360;Severiano Melo;RN;24081000;Companhia de As e Esgotos do Rio Grande do Norte;CAERN;Regional;Sociedade de economia mista com administração pública;A
355190;Severínia;SP;35519011;Prefeitura Municipal de Severínia;PMP;Local;Administração pública direta;AE
421760;Siderópolis;SC;42054000;Companhia Catarinense de As e Saneamento;CASAN;Regional;Sociedade de economia mista com administração pública;A
500790;Sidrolândia;MS;50027000;Empresa de Saneamento de Mato Grosso do Sul S/A;SANESUL;Regional;Sociedade de economia mista com administração pública;AE
330560;Silva Jardim;RJ;33002011;Concessionária Águas de Juturnaíba S/A;CAJ;Microrregional;Empresa privada;AE
522060;Silvânia;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;AE
172065;Silvanópolis;TO;17210001;Agência Tocantinense de Saneamento;ATS;Regional;Autarquia;A
432065;Silveira Martins;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
316730;Silveirânia;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
316730;Silveirânia;MG;31673011;Prefeitura Municipal de Silveirania;PMS;Local;Administração pública direta;E       
355200;Silveiras;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
316740;Silvianópolis;MG;31674011;Prefeitura Municipal de Silvianópolis;PMS;Local;Administração pública direta;AE
280710;Simão Dias;SE;28003000;Companhia de Saneamento de Sergipe;DESO;Regional;Sociedade de economia mista com administração pública;AE
316750;Simão Pereira;MG;31675011;Prefeitura Municipal de Simão Pereira;PMSP;Local;Administração pública direta;AE
221070;Simões;PI;22110000;As e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;A
293070;Simões Filho;BA;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;AE
522068;Simolândia;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;A
316760;Simonésia;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
316760;Simonésia;MG;31676011;Prefeitura Municipal de Simonésia;pmsim;Local;Administração pública direta;E       
221080;Simplício Mendes;PI;22110000;As e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;A
432067;Sinimbu;RS;43206711;Prefeitura Municipal de Sinimbu;PMS;Local;Administração pública direta;A         
510790;Sinop;MT;51079011;Águas de Sinop S.A.;AS;Local;Empresa privada;AE
412660;Siqueira Campos;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;AE
261420;Sirinhaém;PE;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Sociedade de economia mista com administração pública;AE
280720;Siriri;SE;28003000;Companhia de Saneamento de Sergipe;DESO;Regional;Sociedade de economia mista com administração pública;A
522070;Sítio d Abadia;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;A
293076;Sítio do Quinto;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
241370;Sítio Novo;RN;24081000;Companhia de As e Esgotos do Rio Grande do Norte;CAERN;Regional;Sociedade de economia mista com administração pública;A
172080;Sítio Novo do Tocantins;TO;17208011;Prefeitura Municipal de Sítio Novo do Tocantins;PMSNT;Local;Administração pública direta;A         
432070;Sobradinho;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
293077;Sobradinho;BA;29307711;Empresa Municipal de Serviços de AE;EMSAE;Local;Empresa pública;AE
251597;Sobrado;PB;25075000;Companhia de As e Esgotos da Paraíba;CAGEPA;Regional;Sociedade de economia mista com administração pública;A
231290;Sobral;CE;23044000;Companhia de A e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;A
231290;Sobral;CE;23129011;Serviço de AE de Sobral;SAAE;Local;Autarquia;AE
316770;Sobrália;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
355210;Socorro;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
221090;Socorro do Piauí;PI;22110000;As e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;A
251600;Solânea;PB;25075000;Companhia de As e Esgotos da Paraíba;CAGEPA;Regional;Sociedade de economia mista com administração pública;A
251610;Soledade;PB;25075000;Companhia de As e Esgotos da Paraíba;CAGEPA;Regional;Sociedade de economia mista com administração pública;A
432080;Soledade;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
316780;Soledade de Minas;MG;31678011;SAAE - Serviço Autônomo de AE;SAAE;Local;Autarquia;AE
261440;Solidão;PE;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Sociedade de economia mista com administração pública;A
231300;Solonópole;CE;23130011;Prefeitura Municipal de Solonópole;PMS;Local;Administração pública direta;A         
421770;Sombrio;SC;42177011;Prefeitura Municipal de Sombrio;PMS;Local;Administração pública direta;AE
500793;Sonora;MS;50027000;Empresa de Saneamento de Mato Grosso do Sul S/A;SANESUL;Regional;Sociedade de economia mista com administração pública;A
355220;Sorocaba;SP;35522011;Serviço Autônomo de AE;SAAE;Local;Autarquia;AE
510792;Sorriso;MT;51079211;Águas de Sorriso Ltda;AS;Local;Empresa privada;AE
150790;Soure;PA;15014000;Companhia de Saneamento do Pará;COSANPA;Regional;Sociedade de economia mista com administração pública;A
293080;Souto Soares;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
172085;Sucupira;TO;17210001;Agência Tocantinense de Saneamento;ATS;Regional;Autarquia;A
211190;Sucupira do Norte;MA;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Sociedade de economia mista com administração pública;A
211195;Sucupira do Riachão;MA;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Sociedade de economia mista com administração pública;A
355230;Sud Mennucci;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
421775;Sul Brasil;SC;42177511;Prefeitura Municipal de Sul Brasil;PMSB;Local;Administração pública direta;AE
412665;Sulina;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;A
355240;Sumaré;SP;35524012;BRK Ambiental - Sumaré S.A.;BRK;Local;Empresa privada;AE
251630;Sumé;PB;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Sociedade de economia mista com administração pública;AE
330570;Sumidouro;RJ;33045500;Companhia Estadual de As e Esgotos;CEDAE;Regional;Sociedade de economia mista com administração pública;A
330570;Sumidouro;RJ;33057011;Prefeitura Municipal de Sumidouro;PMS;Local;Administração pública direta;E       
261450;Surubim;PE;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Sociedade de economia mista com administração pública;A
355255;Suzanápolis;SP;35525511;Prefeitura Municipal de Suzanápolis;PMS;Local;Administração pública direta;AE
355250;Suzano;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
510794;Tabaporã;MT;51079411;Prefeitura Municipal de Tabaporã;PMT;Local;Administração pública direta;A         
355260;Tabapuã;SP;35526011;Prefeitura Municipal de Tabapuã;PMT;Local;Administração pública direta;AE
130406;Tabatinga;AM;13026000;Companhia de Saneamento do Amazonas;COSAMA;Regional;Sociedade de economia mista com administração pública;A
261460;Tabira;PE;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Sociedade de economia mista com administração pública;A
355280;Taboão da Serra;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
293090;Tabocas do Brejo Velho;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
293090;Tabocas do Brejo Velho;BA;29309011;Prefeitura Municipal de Tabocas do Brejo Velho;PMTBV;Local;Administração pública direta;A         
241380;Taboleiro Grande;RN;24081000;Companhia de As e Esgotos do Rio Grande do Norte;CAERN;Regional;Sociedade de economia mista com administração pública;A
316790;Tabuleiro;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
231310;Tabuleiro do Norte;CE;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;AE
261470;Tacaimbó;PE;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Sociedade de economia mista com administração pública;A
261480;Tacaratu;PE;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Sociedade de economia mista com administração pública;A
355290;Taciba;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
251640;Tacima;PB;25075000;Companhia de As e Esgotos da Paraíba;CAGEPA;Regional;Sociedade de economia mista com administração pública;A
251640;Tacima;PB;25164011;Prefeitura Municipal de Tacima;PMT;Local;Administração pública direta;E       
500795;Tacuru;MS;50027000;Empresa de Saneamento de Mato Grosso do Sul S/A;SANESUL;Regional;Sociedade de economia mista com administração pública;AE
355300;Taguaí;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
172090;Taguatinga;TO;17210000;Companhia de Saneamento do Tocantins;SANEATINS;Regional;Empresa privada;A
355310;Taiaçu;SP;35531011;Prefeitura Municipal de Taiaçu;PMT;Local;Administração pública direta;AE
150795;Tailândia;PA;15014000;Companhia de Saneamento do Pará;COSANPA;Regional;Sociedade de economia mista com administração pública;A
421780;Taió;SC;42054000;Companhia Catarinense de As e Saneamento;CASAN;Regional;Sociedade de economia mista com administração pública;A
316800;Taiobeiras;MG;31686000;Copasa Serviços de Saneamento Integrado do Norte e Nordeste de ;COPANOR;Regional;Empresa pública;A
316800;Taiobeiras;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
172093;Taipas do Tocantins;TO;17210001;Agência Tocantinense de Saneamento;ATS;Regional;Autarquia;A
241390;Taipu;RN;24081000;Companhia de As e Esgotos do Rio Grande do Norte;CAERN;Regional;Sociedade de economia mista com administração pública;A
355320;Taiúva;SP;35532011;Prefeitura Municipal de Taiuva;PMT;Local;Administração pública direta;AE
172097;Talismã;TO;17209711;Hidroforte Administração e Operação Ltda;HIDROFORTE;Local;Empresa privada;AE
261485;Tamandaré;PE;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Sociedade de economia mista com administração pública;AE
412667;Tamarana;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;AE
355330;Tambaú;SP;35533011;Prefeitura Municipal de Tambaú;DEMAET;Local;Administração pública direta;AE
412670;Tamboara;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;A
231320;Tamboril;CE;23044000;Companhia de A e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;A
355340;Tanabi;SP;35534011;Serviço Autártico Ambiental de Tanabi;SAAT;Local;Autarquia;AE
241400;Tangará;RN;24081000;Companhia de As e Esgotos do Rio Grande do Norte;CAERN;Regional;Sociedade de economia mista com administração pública;A
421790;Tangará;SC;42054000;Companhia Catarinense de As e Saneamento;CASAN;Regional;Sociedade de economia mista com administração pública;A
510795;Tangará da Serra;MT;51079511;Serviço Autônomo Municipal de AE;SAMAE;Local;Autarquia;AE
330575;Tanguá;RJ;33045500;Companhia Estadual de Águas e Esgotos;CEDAE;Regional;Sociedade de economia mista com administração pública;AE
293100;Tanhaçu;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
293105;Tanque Novo;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
293110;Tanquinho;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
432090;Tapejara;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
412680;Tapejara;PR;41268011;Serviço Autônomo Municipal de AE;SAMAE;Local;Autarquia;AE
432100;Tapera;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;AE
251650;Taperoá;PB;25075000;Companhia de As e Esgotos da Paraíba;CAGEPA;Regional;Sociedade de economia mista com administração pública;A
293120;Taperoá;BA;29312011;Serviço Autônomo de AE;SAAE;Local;Autarquia;AE
432110;Tapes;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;AE
316810;Tapira;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
412690;Tapira;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;A
316810;Tapira;MG;31681011;Prefeitura Municipal de Tapira;PMT;Local;Administração pública direta;E       
316820;Tapiraí;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
355350;Tapiraí;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
293130;Tapiramutá;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
293130;Tapiramutá;BA;29313011;Prefeitura Municipal de Tapiramutá;PMT;Local;Administração pública direta;E       
355360;Tapiratiba;SP;35536011;Prefeitura Municipal de Tapiratiba;PMT;Local;Administração pública direta;AE
510800;Tapurah;MT;51080011;Prefeitura Municipal de Tapurah;PMT;Local;Administração pública direta;A         
432120;Taquara;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
316830;Taquaraçu de Minas;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
355365;Taquaral;SP;35536511;Prefeitura Municipal de Taquaral;PMT;Local;Administração pública direta;AE
522100;Taquaral de Goiás;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;A
270910;Taquarana;AL;27043000;Companhia de Saneamento de Alagoas;CASAL;Regional;Sociedade de economia mista com administração pública;A
270910;Taquarana;AL;27091011;Prefeitura Municipal de Taquarana;PMT;Local;Administração pública direta;E       
432130;Taquari;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
355370;Taquaritinga;SP;35537011;Serviço Autônomo de AE de Táguaritinga;SAAET;Local;Autarquia;AE
261500;Taquaritinga do Norte;PE;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Sociedade de economia mista com administração pública;A
355380;Taquarituba;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
355385;Taquarivaí;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
432132;Taquaruçu do Sul;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
500797;Taquarussu;MS;50027000;Empresa de Saneamento de Mato Grosso do Sul S/A;SANESUL;Regional;Sociedade de economia mista com administração pública;A
355390;Tarabai;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
120060;Tarauacá;AC;12004000;Departamento Estadual de Pavimentação e Saneamento;DEPASA;Regional;Autarquia;A
231325;Tarrafas;CE;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;AE
160070;Tartarugalzinho;AP;16003000;Companhia de A e Esgoto do Amapá;CAESA;Regional;Sociedade de economia mista com administração pública;A
355395;Tarumã;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
316840;Tarumirim;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
316840;Tarumirim;MG;31684011;Prefeitura Municipal de Tarumirim;PMT;Local;Administração pública direta;E       
211200;Tasso Fragoso;MA;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Sociedade de economia mista com administração pública;A
355400;Tatuí;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
231330;Tauá;CE;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;AE
355410;Taubaté;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
251660;Tavares;PB;25075000;Companhia de As e Esgotos da Paraíba;CAGEPA;Regional;Sociedade de economia mista com administração pública;A
432135;Tavares;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
251660;Tavares;PB;25166011;Prefeitura Municipal de Tavares;PMT;Local;Administração pública direta;E       
251670;Teixeira;PB;25075000;Companhia de As e Esgotos da Paraíba;CAGEPA;Regional;Sociedade de economia mista com administração pública;A
293135;Teixeira de Freitas;BA;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;AE
412700;Teixeira Soares;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;AE
316850;Teixeiras;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
110155;Teixeirópolis;RO;11002000;Companhia de As e Esgotos de Rondônia;CAERD;Regional;Sociedade de economia mista com administração pública;A
231335;Tejuçuoca;CE;23044000;Companhia de A e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;A
412710;Telêmaco Borba;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;AE
280730;Telha;SE;28003000;Companhia de Saneamento de Sergipe;DESO;Regional;Sociedade de economia mista com administração pública;A
241410;Tenente Ananias;RN;24081000;Companhia de As e Esgotos do Rio Grande do Norte;CAERN;Regional;Sociedade de economia mista com administração pública;A
241410;Tenente Ananias;RN;24141011;Prefeitura Municipal de Tenente Ananias;PMTA;Local;Administração pública direta;E       
241415;Tenente Laurentino Cruz;RN;24081000;Companhia de As e Esgotos do Rio Grande do Norte;CAERN;Regional;Sociedade de economia mista com administração pública;A
432140;Tenente Portela;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
251675;Tenório;PB;25167511;Prefeitura Municipal de Tenório;PMT;Local;Administração pública direta;AE
293140;Teodoro Sampaio;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
355430;Teodoro Sampaio;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
293150;Teofilândia;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
293150;Teofilândia;BA;29315011;Prefeitura Municipal de Teofilândia;PMT;Local;Administração pública direta;E       
316860;Teófilo Otoni;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
293160;Teolândia;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
270915;Teotônio Vilela;AL;27091511;Serviço Autônomo de AE do Município de Teotônio Vilela;SAAE;Local;Autarquia;AE
