CODMUN;municipio;UF;CODREG;CODPRE;prestadora;Sigla;Abrangencia;Natureza;servico;IN003;IN026;IN027;IN004;IN005;IN006;IN012;IN029;IN007;IN008;IN030;IN031;IN032;IN033;IN034;IN035;IN036;IN037;IN038;IN039;IN040;IN041;IN042;IN054;IN018;IN019;IN102;IN048;IN002;IN045;IN101;IN060;IN055;IN023;IN001;IN043;IN011;IN009;IN010;IN044;IN057;IN052;IN025;IN053;IN014;IN017;IN022;IN058;IN020;IN028;IN013;IN049;IN050;IN051;IN056;IN024;IN047;IN015;IN016;IN046;IN021;IN059;IN071;IN072;IN073;IN074;IN077;IN082;IN083;IN079;IN075;IN080;IN076;IN085;IN084;IN061;IN062;IN063;IN064;IN068;IN065;IN069;IN066;IN067
311400;Carmo da Mata;MG;3;31140011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Autarquia;Água e Esgoto;1,37;1,37;244,19;1,56;1,92;0,89;113,65;0,00;72,01;33.774,24;87,99;54,20;63,36;0,00;11,35;61,59;72,01;10,69;3,29;12,90;74,98;18,90;6,12;36,84;38,00;192,07;190,86;4,48;224,55;8,25;121,06;0,35;95,18;100,00;1,01;;0,00;99,95;100,00;100,00;90,28;100,00;12,02;12,02;12,02;17,74;146,50;0,94;25,64;147,59;-47,59;0,00;0,00;0,01;86,14;100,00;100,00;80,00;0,00;0,00;26,33;0,00;150,00;2,00;150,00;2,50;;;1,00;99,14;0,45;96,92;0,00;104,17;0,80;;;;;;;;;
311410;Carmo de Minas;MG;3;31141011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Autarquia;Água e Esgoto;0,99;0,99;158,59;0,89;1,07;0,56;89,53;-13,68;66,45;27.411,86;111,69;52,11;74,21;0,00;28,68;46,66;66,45;0,10;6,49;25,68;77,78;22,22;0,00;82,67;24,21;260,13;244,25;2,88;370,44;5,62;101,79;;74,10;100,00;1,06;92,19;61,00;90,12;38,51;100,00;0,00;38,51;30,38;11,58;13,13;16,84;114,09;;8,14;55,98;44,02;61,49;73,19;646,81;74,10;93,51;93,51;80,00;0,00;0,00;8,57;0,00;520,17;6,00;520,17;6,00;0,50;5,29;;100,00;0,00;100,00;8,19;100,00;1,74;;;;;;;;;
311420;Carmo do Cajuru;MG;3;31142011;Serviço Autarquico de Água e Esgoto;SAAE;Local;Autarquia;Água e Esgoto;1,15;1,04;159,16;0,99;1,04;0,84;86,25;0,00;63,94;27.143,94;104,46;57,02;74,13;0,00;8,53;54,59;70,97;16,83;2,95;8,17;74,24;17,97;7,79;23,05;62,40;240,31;209,30;3,67;312,43;6,65;103,82;;95,35;100,00;1,14;84,79;0,00;82,81;61,11;72,30;0,00;84,52;17,67;13,74;11,67;17,96;183,34;;41,74;110,49;-10,49;15,48;2,10;94,31;84,76;83,91;83,91;61,70;0,00;0,00;24,43;0,01;;3,33;;;;;2,50;105,00;1,02;105,00;11,06;90,48;0,00;;;;;;;;;
311450;Carmópolis de Minas;MG;3;31145011;Serviço de Saneamento Ambiental Municipal;SESAM;Local;Autarquia;Água e Esgoto;1,75;1,75;297,07;1,99;2,61;1,01;113,75;0,07;65,58;28.082,52;87,91;46,82;57,65;0,00;20,39;53,25;65,58;7,63;2,25;23,19;77,70;19,07;3,24;109,87;67,12;144,14;132,70;6,12;177,51;11,23;117,47;0,28;100,00;100,00;1,08;94,70;100,00;100,00;73,03;100,00;92,89;73,03;16,08;11,49;11,49;15,97;108,18;0,78;16,48;101,52;-1,52;26,97;7,95;150,72;100,00;100,00;100,00;87,97;69,97;61,55;14,74;0,01;;;;;0,34;0,72;;108,45;0,05;100,14;0,14;137,92;0,00;;;;;;;;;
311470;Carvalhópolis;MG;3;31147011;Prefeitura Municipal de Carvalhópolis;PMC;Local;Administração pública direta;Esgoto       ;;;30,68;;;;121,53;0,00;88,80;17.706,54;82,29;73,07;73,07;0,00;9,21;88,80;88,80;0,00;0,00;11,20;;100,00;0,00;0,00;1,00;650,00;868,00;1,15;650,00;;121,53;;;;;;;;;;;;;;;;;;;;;;;;73,60;100,00;100,00;;0,00;;12,88;0,00;;;;;1,00;3,33;3,00;;;;;;;;;;;;;;;
311500;Cascalho Rico;MG;3;31150011;Prefeitura Municipal de Cascalho Rico;PMCR;Local;Administração pública direta;Esgoto       ;;;;;;;0,00;;88,42;32.000,00;;;;;;75,59;88,42;2,83;0,00;8,74;;;;;1,17;;434,25;1,97;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;59,64;94,89;94,89;;0,00;;13,20;;;;;;;;;;;;;;;;;;;;;;;
311535;Catas Altas;MG;3;31153511;Prefeitura Municipal de Catas Altas;PMCA;Local;Administração pública direta;Água e Esgoto;;;35,86;;;;76,82;0,00;86,10;30.064,62;130,17;112,08;112,08;0,00;0,00;86,10;86,10;0,00;13,90;0,00;51,75;48,25;0,00;0,00;3,00;973,83;966,67;1,03;973,83;2,03;76,82;;92,71;95,24;1,01;100,00;0,00;0,00;0,00;0,00;0,00;25,28;77,48;19,59;;0,00;199,98;;20,00;0,00;100,00;74,72;96,29;1.925,80;69,52;79,45;79,45;39,34;75,36;29,65;19,30;;;0,50;;5,39;;;;100,00;0,00;100,00;0,00;100,00;0,00;;;;;;;;;
311570;Central de Minas;MG;3;31157011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Autarquia;Água e Esgoto;0,99;0,99;202,01;1,13;1,64;0,40;113,61;0,00;79,81;25.075,75;88,02;47,19;70,25;0,00;0,00;53,61;79,81;14,48;4,49;0,00;85,28;14,72;0,00;130,44;28,29;155,54;154,11;4,36;231,55;8,23;113,61;0,41;78,77;95,36;1,02;96,23;100,00;100,00;76,03;71,92;100,00;105,71;16,49;16,46;11,84;18,70;229,88;0,68;15,21;120,09;-20,09;;;;74,83;90,59;90,59;80,13;0,00;0,00;7,52;0,00;;;;;;0,00;;127,90;0,21;127,90;0,12;102,08;0,00;;;;;;;;;
311600;Chalé;MG;3;31160011;Prefeitura Municipal de Chalé;PMC;Local;Administração pública direta;Água e Esgoto;0,23;0,23;53,30;0,00;0,00;;0,00;;61,92;17.124,08;;;;;;55,68;61,92;22,93;14,50;0,00;;;;;5,56;518,89;517,10;1,74;577,00;4,65;0,00;;54,01;100,00;1,01;100,00;0,00;0,00;0,00;0,00;0,00;85,00;60,83;51,71;;51,71;588,32;;11,63;85,00;15,00;15,00;15,50;302,77;54,01;100,00;100,00;13,37;0,00;0,00;5,92;0,00;120,00;16,00;120,00;16,00;;0,00;5,00;103,93;0,00;89,53;0,00;100,00;0,00;;;;;;;;;
311620;Chiador;MG;3;31162011;Prefeitura Municipal de Chiador;PMC;Local;Administração pública direta;Água e Esgoto;4,08;2,79;75,17;0,51;0,37;12,50;12,58;0,00;40,62;10.680,00;544,48;77,20;322,99;0,00;73,30;14,18;59,32;26,55;0,00;13,46;72,29;27,71;0,00;0,00;12,55;239,51;239,51;1,00;1.002,00;2,00;18,29;;100,00;100,00;1,00;99,33;0,00;0,00;0,00;0,00;0,00;62,22;6,24;3,88;;4,44;68,08;;6,65;71,11;28,89;37,78;11,64;77,47;100,00;100,00;100,00;100,00;0,28;0,29;6,65;;;8,00;;0,75;;;1,00;100,00;100,00;100,00;0,00;100,00;66,67;;;;;;;;;
311640;Claraval;MG;3;31164011;Prefeitura Municipal de Claraval;PMC;Local;Administração pública direta;Água e Esgoto;1,29;1,29;;0,43;0,43;;32,95;0,00;37,89;27.162,54;303,46;95,67;114,97;0,00;0,00;31,53;37,89;62,11;0,00;0,00;100,00;0,00;0,00;;3,61;;547,56;1,52;;3,04;32,95;0,41;55,70;100,00;1,00;;100,00;0,00;0,00;0,00;0,00;74,93;16,90;12,66;;16,90;154,50;1,97;19,05;100,00;0,00;25,07;6,88;139,35;55,70;100,00;100,00;100,00;0,00;0,00;25,33;0,00;;;;;;0,00;;0,00;;0,00;;100,00;16,67;;;;;;;;;
311670;Coimbra;MG;3;31167011;Prefeitura Municipal de Coimbra;PMC;Local;Administração pública direta;Esgoto       ;;;250,09;;;;1,35;0,00;75,79;18.954,76;7.427,92;5.629,74;5.629,74;0,00;1.729,89;75,79;75,79;0,25;0,67;23,29;;100,00;0,00;0,00;12,00;100,00;100,00;10,00;100,00;;1,35;;;;;;;;;;;;;;;;;;;;;;;;72,61;99,34;99,34;;0,00;;11,54;0,00;;;;;1,00;0,67;3,00;;;;;;;;;;;;;;;
311690;Comendador Gomes;MG;3;31169011;Prefeitura Municipal de Comendador Gomes;PMCG;Local;Administração pública direta;Esgoto       ;;;82,35;;;;75,00;100,00;85,71;9.000,00;133,33;42,86;114,29;0,00;0,00;32,14;85,71;5,36;0,00;0,00;;100,00;0,00;0,00;5,33;127,50;125,62;2,99;340,00;;0,00;0,25;;;;;;;;;;;;;;;;;;;;;;;49,92;98,41;98,41;;100,00;;10,67;0,19;;;;;;0,00;2,22;;;;;;;;;;;;;;;
311720;Conceição das Pedras;MG;3;31172011;Prefeitura Municipal de Conceição das Pedras;PMCP;Local;Administração pública direta;Água e Esgoto;0,60;0,60;159,85;0,14;0,12;;24,06;0,00;46,93;19.927,56;415,61;195,03;195,03;0,00;2,17;46,93;46,93;3,14;12,83;0,52;80,59;19,41;0,00;0,00;4,50;265,67;257,56;3,88;265,67;7,39;24,06;0,01;100,00;100,00;1,00;100,00;100,00;100,00;0,00;0,00;0,00;100,00;43,61;43,61;0,00;43,61;308,43;1,41;106,30;100,00;0,00;0,00;0,00;0,00;54,90;100,00;100,00;20,31;0,00;0,00;40,24;0,02;;;119,92;3,08;2,00;0,12;2,00;100,00;0,00;100,00;0,00;100,00;0,00;;;;;;;;;
311730;Conceição das Alagoas;MG;3;31173011;Prefeitura Municipal de Conceição das Alagoas;PMCA;Local;Administração pública direta;Água e Esgoto;0,67;0,66;111,91;0,97;1,36;0,44;145,30;0,00;59,30;31.117,13;67,99;38,57;40,81;0,00;4,12;56,72;60,02;32,88;0,97;6,07;69,05;16,25;14,69;81,72;32,80;463,28;454,44;2,08;490,19;4,03;172,34;0,41;100,00;99,63;1,01;94,06;0,00;97,14;54,48;78,44;0,00;69,45;22,88;15,89;12,84;15,89;169,74;0,63;11,09;69,45;30,55;30,55;20,20;233,16;98,26;97,90;97,90;89,32;0,00;0,00;11,10;0,01;7.300,00;6,00;;;4,29;0,16;2,00;100,00;75,79;100,00;0,00;100,00;2,78;;;;;;;;;
311740;Conceição de Ipanema;MG;3;31174011;Prefeitura Municipal de Conceição de Ipanema;PMCI;Local;Administração pública direta;Água e Esgoto;;;69,94;;;;0,00;;82,50;19.680,91;;;;;;80,75;82,50;7,83;3,27;0,00;;;;;5,62;341,08;337,97;2,90;348,45;5,75;0,00;0,52;100,00;100,00;1,00;100,00;0,00;0,00;0,00;0,00;100,00;104,48;18,30;18,30;;0,00;146,25;0,09;8,70;0,00;100,00;;;;100,00;100,00;100,00;90,00;0,00;0,00;8,77;0,01;190,00;7,00;;;4,40;0,56;16,00;56,47;0,32;56,47;0,48;25,00;0,00;;;;;;;;;
311770;Conceição do Rio Verde;MG;3;31177011;Prefeitura Municipal de Conceição do Rio Verde;PMCRV;Local;Administração pública direta;Esgoto       ;;;79,59;;;;2,56;0,00;87,18;13.000,00;3.900,00;2.600,00;3.400,00;0,00;500,00;66,67;87,18;0,00;0,00;12,82;;100,00;0,00;0,00;13,08;187,35;187,35;4,08;245,00;;2,56;;;;;;;;;;;;;;;;;;;;;;;;82,60;93,38;93,38;;0,00;;7,69;0,00;;;;;0,12;8,00;0,07;;;;;;;;;;;;;;;
311810;Congonhas do Norte;MG;3;31181011;Prefeitura Municipal de Congonhas do Norte;PMCN;Local;Administração pública direta;Água e Esgoto;;;130,48;;;;0,00;;67,25;17.082,01;;;;;;39,57;70,37;21,23;2,88;5,52;;;;;5,33;186,05;176,39;3,19;330,83;4,13;0,00;;67,68;99,96;1,07;94,84;0,00;0,00;0,00;0,00;0,00;92,54;16,70;14,26;;0,00;105,15;;29,57;0,00;100,00;7,46;1,17;40,35;20,74;39,46;39,46;39,94;0,00;0,00;11,72;0,00;50,00;10,00;;;7,50;7,14;5,71;100,00;0,00;100,00;0,00;100,00;0,00;;;;;;;;;
311820;Conquista;MG;3;31182011;Prefeitura Municipal de Conquista;PMC;Local;Administração pública direta;Esgoto       ;;;178,36;;;;0,58;0,03;37,52;40.000,00;8.097,17;6.477,73;6.480,43;0,00;1.563,83;80,00;80,03;0,42;0,23;19,31;;99,97;0,03;;6,00;280,22;276,55;3,61;280,33;;1,23;;;;;;;;;;;;;;;;;;;;;;;;97,38;98,56;98,56;;16,66;;19,40;;;;;;;;;;;;;;;;;;;;;;;
311840;Conselheiro Pena;MG;3;31184011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Autarquia;Água e Esgoto;2,20;2,03;199,43;1,84;1,86;1,78;83,63;-18,06;70,11;37.191,55;110,06;73,94;83,83;0,00;14,32;67,18;76,17;6,19;3,60;13,01;69,03;23,10;7,87;64,63;72,56;244,83;211,37;4,17;277,58;7,77;116,42;0,32;79,13;100,00;1,11;80,65;0,00;92,09;66,03;100,00;100,00;66,03;14,97;9,78;11,16;11,82;157,42;0,42;8,53;79,80;20,20;33,97;19,79;183,13;79,13;100,00;100,00;80,00;0,00;0,00;8,55;0,00;;;;;;0,00;1,00;100,00;0,15;100,00;0,86;100,00;0,57;;;;;;;;;
311850;Consolação;MG;3;31185011;Prefeitura Municipal de Consolação;PMC;Local;Administração pública direta;Água e Esgoto;8,54;8,54;227,67;0,36;0,28;;4,24;0,00;82,30;31.400,00;2.360,32;1.640,79;1.942,53;0,00;0,00;69,52;82,30;13,28;4,42;0,00;76,78;23,22;0,00;0,00;5,92;167,58;163,19;5,18;198,40;9,35;4,24;0,45;54,53;99,09;1,02;100,00;0,00;0,00;0,00;0,00;0,00;44,44;13,74;6,11;;4,04;111,60;0,74;23,81;29,40;70,60;55,56;10,54;256,05;54,53;99,09;99,09;100,00;0,00;0,00;8,30;0,00;109,20;2,80;;;;0,00;2,00;139,93;0,00;113,24;6,59;135,00;0,00;;;;;;;;;
311870;Coqueiral;MG;3;31187011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Autarquia;Água e Esgoto;1,21;1,21;156,88;1,63;1,65;1,55;134,45;-4,82;78,29;31.020,85;74,38;56,99;58,23;0,00;0,00;76,63;78,29;17,43;2,88;0,00;77,98;22,02;0,00;43,11;20,43;252,58;246,80;3,97;258,05;7,71;140,93;4,07;76,01;100,00;1,02;99,26;0,00;99,09;74,67;82,75;94,11;90,24;18,03;15,38;12,73;16,16;186,02;0,06;12,73;94,82;5,18;9,76;3,87;55,94;74,16;100,00;100,00;80,00;40,00;32,00;14,27;0,00;2.480,00;8,00;;;3,00;4,50;4,00;148,99;0,00;148,99;0,00;146,53;0,00;;;;;;;;;
311960;Coronel Pacheco;MG;3;31196011;Prefeitura Municipal de Coronel Pacheco;PMCP;Local;Administração pública direta;Água e Esgoto;2,42;2,42;;0,20;;;8,32;100,00;72,88;;1.201,97;689,41;875,94;0,00;0,00;57,36;72,88;6,69;20,44;0,00;62,74;37,26;0,00;0,00;;;;;;;0,00;;;;1,12;100,00;0,00;0,00;0,00;0,00;0,00;53,13;60,49;23,84;;;;0,01;26,99;7,36;92,64;46,87;44,64;1.348,17;;;;100,00;0,00;0,00;26,99;;;7,20;;6,00;;;;100,00;100,00;100,00;100,00;100,00;100,00;;;;;;;;;
311995;Córrego Fundo;MG;3;31199511;Serviço Autônomo de Água e Esgoto;SAAE;Local;Autarquia;Água e Esgoto;1,36;0,97;209,00;0,98;1,33;0,39;72,33;-12,45;46,56;25.098,75;98,66;47,91;64,38;15,96;7,77;48,56;65,25;25,78;1,09;7,87;74,74;13,15;12,11;58,50;18,14;184,03;180,67;4,12;247,30;6,53;111,64;0,42;81,38;99,32;1,02;95,83;0,00;99,81;56,72;100,00;0,00;56,72;21,57;12,24;12,26;17,91;169,39;0,78;47,12;83,01;16,99;43,28;6,02;311,58;61,24;80,05;80,05;47,75;100,00;47,75;42,30;0,05;103,50;5,00;;;;0,00;3,89;243,27;0,92;243,27;0,00;100,00;0,00;;;;;;;;;
312010;Couto de Magalhães de Minas;MG;3;31201011;Prefeitura Municipal de Couto de Magalhães de Minas;PMCMM;Local;Administração pública direta;Água e Esgoto;1,07;1,07;108,92;0,00;0,00;;0,00;;44,52;9.456,00;;;;;;44,52;44,52;51,21;4,27;0,00;;;;;10,00;195,00;195,00;5,13;195,00;9,52;0,00;0,43;95,65;96,03;1,00;100,00;0,00;0,00;0,00;0,00;50,00;100,00;31,40;15,70;;15,70;128,91;0,65;46,29;100,00;0,00;0,00;0,00;0,00;87,60;96,03;96,03;51,06;0,00;0,00;54,00;0,00;256,67;24,00;;;;;1,00;100,00;0,00;100,00;0,00;100,00;100,00;;;;;;;;;
312050;Cristina;MG;3;31205011;Prefeitura Municipal de Cristina;PMC;Local;Administração pública direta;Água e Esgoto;;;124,82;;;;7,95;0,00;67,75;16.319,76;1.257,72;757,59;852,11;1,37;0,00;60,24;67,75;4,78;27,47;0,00;52,43;47,57;0,00;0,00;19,12;192,98;192,98;4,61;217,06;9,10;7,94;0,61;77,80;99,41;1,00;94,19;0,00;0,00;0,00;0,00;100,00;76,92;57,98;44,60;;0,00;337,47;0,03;23,01;0,00;100,00;23,08;19,11;439,88;77,49;98,89;98,89;56,00;0,00;0,00;23,61;0,00;166,67;4,00;102,00;2,67;2,00;1,40;2,00;100,00;0,00;100,00;1,39;100,00;0,00;;;;;;;;;
312060;Crucilândia;MG;3;31206011;Prefeitura Municipal de Crucilândia;PMCRU;Local;Administração pública direta;Esgoto       ;;;;;;;0,00;;36,41;9.456,00;;;;;;67,06;75,75;0,00;0,00;24,25;;;;;2,26;;686,12;1,29;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;62,63;100,00;100,00;;50,00;;13,21;0,00;;;;;;0,00;8,00;;;;;;;;;;;;;;;
312083;Cuparaque;MG;3;31208311;Prefeitura Municipal de Cuparaque;PMC;Local;Administração pública direta;Esgoto       ;;;38,18;;;;0,00;;76,92;12.000,00;;;;;;76,92;76,92;0,00;0,00;23,08;;;;;5,00;408,60;408,60;2,45;408,60;;0,00;;;;;;;;;;;;;;;;;;;;;;;;85,33;100,00;100,00;;0,00;;10,06;0,00;;;;;;0,00;0,01;;;;;;;;;;;;;;;
312110;Delfim Moreira;MG;3;31211011;Prefeitura Municipal de Delfim Moreira;PMDM;Local;Administração pública direta;Água e Esgoto;;;;;;;3,60;0,00;57,13;12.983,87;2.780,24;818,14;1.588,23;0,00;0,00;29,43;57,13;8,53;10,54;0,00;50,00;50,00;0,00;;15,53;;204,38;2,52;;5,04;3,60;;37,94;99,97;1,00;;0,00;0,00;0,00;0,00;0,00;100,00;29,83;29,83;;0,00;500,21;;25,62;0,00;100,00;0,00;0,00;0,00;37,94;99,97;99,97;88,03;0,00;0,00;25,62;0,00;;;;2,00;24,00;0,17;0,62;1.687,50;0,00;250,00;0,00;166,67;0,00;;;;;;;;;
312120;Delfinópolis;MG;3;31212011;Prefeitura Municipal de Delfinópolis;PMD;Local;Administração pública direta;Esgoto       ;;;;;;;1,95;0,00;65,02;17.800,00;4.659,63;3.296,30;3.342,59;0,00;603,99;70,74;71,74;2,38;0,60;12,96;;84,37;15,62;0,00;2,03;;763,28;1,29;;;2,54;;;;;;;;;;;;;;;;;;;;;;;;96,47;96,48;96,48;;0,00;;10,87;;;;;;;;;;;;;;;;;;;;;;;
312125;Delta;MG;3;31212511;Prefeitura Municipal de Delta;PMD;Local;Administração pública direta;Água e Esgoto;0,58;0,54;83,19;0,46;0,38;;78,95;0,00;44,82;24.000,00;118,03;53,33;56,78;0,00;0,56;45,18;48,10;42,83;8,47;0,48;81,30;16,26;2,44;86,83;8,52;599,78;599,78;1,57;638,50;3,13;86,82;;93,76;96,83;1,00;100,00;0,00;100,00;87,68;100,00;0,00;87,68;29,14;25,55;25,55;25,55;246,55;0,77;64,36;87,68;12,32;12,32;1,78;118,00;93,76;96,83;96,83;74,58;0,00;0,00;65,50;;60,08;7,00;;;3,00;0,36;4,00;100,00;3,89;100,00;0,00;100,00;6,25;;;;;;;;;
312130;Descoberto;MG;3;31213011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Autarquia;Água e Esgoto;;;88,82;;;;0,00;;61,15;17.558,77;;;;;;60,47;61,15;30,05;8,81;0,00;;;;;9,10;323,29;319,06;3,10;326,89;6,21;0,00;;85,35;100,00;1,03;94,31;0,00;0,00;0,00;0,00;0,00;100,00;16,72;16,72;;0,00;193,44;;7,10;0,00;100,00;0,00;0,00;0,00;85,35;100,00;100,00;100,00;0,00;0,00;7,10;0,00;;;;;;;;100,01;0,36;100,00;0,00;100,00;0,00;;;;;;;;;
312140;Desterro de Entre Rios;MG;3;31214011;Prefeitura Municipal de Desterro de Entre Rios;PMDER;Local;Administração pública direta;Água e Esgoto;0,36;0,36;92,81;0,43;0,66;0,20;120,89;17,28;62,48;12.859,60;82,72;29,86;51,68;0,00;1,36;36,10;62,48;33,12;2,75;1,65;77,99;22,01;0,00;;17,31;221,78;220,85;2,62;383,85;4,86;100,00;0,29;50,83;95,37;1,00;97,11;100,00;100,00;96,78;100,00;0,00;96,78;21,38;20,69;20,69;20,69;383,04;0,77;23,75;96,78;3,22;3,22;0,95;22,63;46,68;88,95;88,95;94,13;0,00;0,00;20,55;0,00;;15,14;;9,45;;0,00;;100,00;0,40;100,00;5,95;50,00;4,17;;;;;;;;;
312180;Dionísio;MG;3;31218011;Prefeitura Municipal de Dionísio;PMD;Local;Administração pública direta;Esgoto       ;;;137,77;;;;0,00;;83,93;30.611,97;;;;;;78,55;83,93;0,00;16,04;0,03;;;;;8,55;264,74;264,74;3,54;282,87;;0,00;;;;;;;;;;;;;;;;;;;;;;;;52,28;63,76;63,76;;0,00;;7,82;0,00;;;;;0,80;0,97;38,67;;;;;;;;;;;;;;;
312220;Divinolândia de Minas;MG;3;31222011;Serviço Autônomo de Água e Esgoto de Divinolândia de Minas;SAAEDM;Local;Autarquia;Água e Esgoto;;;;;;;93,51;0,03;66,31;23.208,96;106,64;55,05;70,91;0,30;1,80;51,62;66,50;8,27;1,42;1,69;83,80;15,45;0,75;0,00;16,75;;183,39;4,23;;7,00;93,93;;84,01;99,74;1,01;97,98;0,00;99,54;0,00;0,00;100,00;100,00;17,71;17,71;0,00;0,00;177,21;0,20;5,18;0,00;100,00;0,00;0,00;0,00;56,30;68,65;68,65;75,50;0,00;0,00;7,65;;134,77;6,15;350,40;1,20;;;4,96;100,00;0,00;100,00;0,00;100,00;0,00;;;;;;;;;
312240;Divisa Nova;MG;3;31224011;Prefeitura Municipal de Divisa Nova;PMDN;Local;Administração pública direta;Esgoto       ;;;24,52;;;;0,00;;58,41;27.261,38;;;;;;56,69;58,41;0,00;0,00;0,00;;;;;1,03;1.903,88;1.891,75;0,51;1.961,50;;0,00;;;;;;;;;;;;;;;;;;;;;;;;80,57;99,67;99,67;;0,00;;16,06;;;;;;;;;;;;;;;;;;;;;;;
312270;Dom Silvério;MG;3;31227011;Prefeitura Municipal de Dom Silvério;PMDS;Local;Administração pública direta;Esgoto       ;1,40;0,68;;0,06;;0,06;4,09;0,00;33,32;60.171,00;1.189,64;752,14;814,64;256,25;318,75;63,22;68,48;1,58;2,10;26,79;;100,00;0,00;0,00;2,17;;230,82;4,00;;;6,35;0,75;;;;;;;;;;;;;;;;;;;;;;;99,96;99,98;99,98;;0,00;;17,24;0,01;;;;;11,00;0,40;10,67;;;;;;;;;;;;;;;
312280;Dom Viçoso;MG;3;31228011;Prefeitura Municipal de Dom Viçoso;PMDV;Local;Administração pública direta;Água e Esgoto;2,65;2,65;124,44;0,59;;0,14;22,19;-4,89;85,78;15.224,17;450,59;361,69;386,52;0,00;0,00;80,27;85,78;3,81;10,41;0,00;76,65;23,35;0,00;140,23;6,41;142,63;138,03;6,78;152,42;13,38;23,28;0,44;67,53;97,37;1,04;100,00;100,00;0,00;0,00;0,00;0,00;100,00;43,71;43,71;;0,00;328,97;0,04;10,61;0,00;100,00;0,00;0,00;0,00;67,53;97,37;97,37;30,04;0,00;0,00;11,05;0,00;24,15;13,20;24,15;13,20;6,00;1,01;2,00;100,00;0,00;100,00;9,82;100,00;0,00;;;;;;;;;
312300;Dores de Campos;MG;3;31230011;Prefeitura Municipal de Dores de Campos;PMDC;Local;Administração pública direta;Água e Esgoto;0,19;0,19;;0,08;0,06;;44,74;0,00;24,29;16.522,62;223,50;54,29;54,29;0,00;39,32;24,29;24,29;37,29;20,83;17,59;71,51;28,49;0,00;;5,00;;1.272,40;0,79;;1,50;44,74;;100,00;99,22;1,00;;0,00;0,00;0,00;0,00;0,00;62,00;72,59;45,01;;45,01;500,43;;7,23;62,00;38,00;38,00;116,12;906,93;100,00;99,22;99,22;91,99;0,00;0,00;8,51;;;;;0,30;0,30;11,54;0,30;100,00;0,00;100,00;0,00;100,00;0,00;;;;;;;;;
312340;Doresópolis;MG;3;31234011;Prefeitura Municipal de Doresópolis;PMD;Local;Administração pública direta;Água e Esgoto;;;87,17;;;;0,00;;50,17;18.000,00;;;;;;30,10;50,17;41,81;8,03;0,00;;;;;3,33;411,60;411,60;1,46;686,00;2,83;0,00;3,40;78,64;93,36;1,00;100,00;0,00;0,00;0,00;0,00;0,00;38,91;74,45;25,61;;0,00;499,99;0,02;15,30;0,00;100,00;61,09;86,44;1.322,25;73,41;93,36;93,36;7,42;0,00;0,00;8,45;0,00;40,50;8,00;;144,00;;;4,00;100,00;100,00;100,00;100,00;100,00;100,00;;;;;;;;;
312350;Douradoquara;MG;3;31235011;Prefeitura Municipal de Douradoquara;PMD;Local;Administração pública direta;Água e Esgoto;;;171,07;;;;0,00;;17,93;27.500,00;;;;;;18,75;18,75;45,00;0,00;1,25;;;;;3,00;857,33;824,17;1,21;857,33;2,44;0,00;;67,00;100,00;1,04;;0,00;0,00;0,00;0,00;0,00;79,67;15,64;12,46;;0,00;410,64;0,01;35,23;0,00;100,00;20,33;2,97;108,97;66,74;99,61;99,61;91,67;0,00;0,00;34,45;;86,50;9,00;61,50;6,00;6,33;0,07;4,00;0,00;;0,00;;0,00;;;;;;;;;;
312352;Durandé;MG;3;31235211;Prefeitura Municipal de Durandé;PMD;Local;Administração pública direta;Esgoto       ;;;49,93;;;;0,00;;83,03;9.612,31;;;;;;83,03;83,03;8,44;0,00;0,00;;;;;6,50;231,85;219,08;4,56;231,85;;0,00;;;;;;;;;;;;;;;;;;;;;;;;91,61;100,00;100,00;;0,00;;14,41;0,00;;;;;4,00;0,14;2,87;;;;;;;;;;;;;;;
312360;Elói Mendes;MG;3;31236011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Autarquia;Água e Esgoto;0,89;0,89;191,09;0,81;1,11;0,44;91,00;0,00;47,43;34.561,54;109,89;32,89;52,12;0,00;28,83;29,93;47,43;15,50;10,83;26,24;67,54;20,76;11,70;65,28;42,79;381,35;360,01;1,75;604,37;3,49;103,06;0,32;80,78;100,00;1,06;99,16;0,00;99,78;83,06;83,06;100,00;100,00;18,94;18,10;15,07;19,92;224,56;0,81;8,64;110,08;-10,08;0,00;0,00;0,00;80,78;100,00;100,00;83,72;0,00;0,00;9,13;0,00;;;;;1,00;2,25;4,96;100,00;0,00;100,00;0,00;100,00;0,00;;;;;;;;;
